word1,word2,count
જણાવાયું,છે,29
આદેશ,આપ્યો,29
સપાટી,પર,29
વર્ષ,પહેલાં,29
બનાવ્યા,હતા,29
મારી,પાસે,29
મિનિટ,સુધી,29
પશુપાલન,છે,29
આ,દિવસે,29
સુપ્રીમ,કોર્ટમાં,29
આવેલું,છે,29
જ્યારે,પણ,29
જેના,માટે,28
છે,પ્રથમ,28
ભારે,વરસાદની,28
અક્ષય,કુમાર,28
બની,ગયો,28
બધું,જ,28
કરવું,પડશે,28
કે,અન્ય,28
સિવિલ,હોસ્પિટલમાં,28
પોલીસ,સ્ટેશનના,28
કરતા,નથી,28
ઘણા,બધા,28
લાખથી,વધુ,28
દેવામાં,આવ્યા,28
હતો,એ,28
જેવી,સવલતો,28
વધુ,છે,28
ગામના,લોકોનો,28
બની,રહેશે,28
દૂર,થાય,28
દઇએ,કે,28
દૂર,કરવામાં,28
અને,તેમણે,28
જણાવી,દઇએ,28
ટ્વિટર,પર,28
અને,કહ્યું,28
રહયા,છે,28
મહત્વપૂર્ણ,છે,28
સ્ટેશન,પર,28
આજે,અમે,28
છે,માં,28
છે,કોરોના,28
પેટ્રોલ,અને,28
કાર્યવાહી,કરી,28
જુદી,જુદી,28
પંચાયતઘર,આંગણવાડી,28
બહાર,નીકળી,28
એટલે,જ,28
સુધારવા,માટે,28
તેના,બદલે,28
કરાયું,છે,28
વધુ,સમય,28
છે,ગત,28
મેળવી,શકો,28
પામી,છે,28
બહાર,આવ્યું,28
જોઈએ,કે,28
છે,એવામાં,28
વપરાય,છે,28
હતો,જેને,28
છે,બીજા,28
ગત,વર્ષે,28
કરતા,પણ,28
રજૂઆત,કરી,28
આ,અંગેની,28
ચેમ્બર,ફ,28
મળી,આવ્યો,28
હતી,હવે,28
તમે,તમારી,28
મદદ,કરવા,28
ઉપયોગ,કરવામાં,28
ભારત,સરકાર,28
જાહેરાત,કરવામાં,27
છે,મને,27
સારવાર,દરમિયાન,27
હોવા,જોઈએ,27
જ,તે,27
હોય,તેવી,27
કારણે,આ,27
દેવામાં,આવે,27
જેના,પગલે,27
પ્રાપ્ત,માહિતી,27
કેમ,તે,27
થઇ,રહ્યો,27
વિકાસ,માટે,27
તમારી,સાથે,27
જીવાણુ,નાશકક્રિયા,27
કરવો,પડશે,27
થવાની,શક્યતા,27
ગયા,હતાં,27
કરશે,આ,27
કરી,લીધો,27
પસંદ,કરવામાં,27
હતું,જોકે,27
કરતા,વધારે,27
દિવસ,બાદ,27
પહોંચી,છે,27
મેળવી,હતી,27
નામ,છે,27
લીધા,બાદ,27
છે,એવી,27
આ,યોજના,27
માટે,કામ,27
ખબર,છે,27
બનાવ,અંગે,27
થવા,માટે,27
ડેરી,જેવી,27
એક,ખાસ,27
સૂચવે,છે,27
જગ્યા,પર,27
ઘાયલ,થયા,27
બન્યો,હતો,27
આમ,આદમી,27
પરંતુ,એક,27
જણાવ્યુ,હતુ,27
થોડા,દિવસ,27
સારી,છે,27
પડશે,અને,27
કે,આજે,27
મૂકે,છે,27
કે,સરકાર,27
ઘટાડે,છે,27
રાખવામાં,આવ્યા,27
ખેતમજૂરી,તેમ,27
જાણવા,મળે,27
એ,એક,27
સક્ષમ,છે,27
જે,તમારા,27
પણ,કહેવામાં,27
રોહિત,શર્મા,27
દેવામાં,આવ્યો,26
થયો,અને,26
વધુ,વાંચવા,26
અમિત,શાહે,26
કે,તમારા,26
ઘણી,બધી,26
માટે,તમારા,26
તો,હું,26
આવે,તે,26
ફરજ,પડી,26
તે,કોઈ,26
માટે,સૌથી,26
સવારથી,જ,26
ટકા,છે,26
ભાગ્યે,જ,26
આગામી,સમયમાં,26
તે,વધુ,26
છે,બંને,26
નંબર,પર,26
બનવા,માટે,26
નહીં,તે,26
અને,સૌથી,26
સ્તર,પર,26
હતા,જોકે,26
ઉત્તર,પ્રદેશ,26
કે,બંને,26
પૈકી,એક,26
ઘરની,બહાર,26
કોંગ્રેસ,દ્વારા,26
છે,છતાં,26
લોકો,દ્વારા,26
તે,જરૂરી,26
ખાન,અને,26
ખબર,નથી,26
હશે,કે,26
બની,રહી,26
છે,તેનાથી,26
પોલીસે,આ,26
ચર્ચા,કરી,26
બંધ,છે,26
વર્ષ,પછી,26
અને,કેટલાક,26
વિરોધ,કર્યો,26
વધુ,કેસ,26
સમયમાં,જ,26
હાઇવે,પર,26
છેલ્લા,એક,26
લોકો,અને,26
દ્વારા,પણ,26
સાથેની,વાતચીતમાં,26
અન્ય,કોઈ,26
યોજના,હેઠળ,26
હતી,પોલીસે,26
પાડવા,માટે,26
તેણે,કહ્યું,26
જેવા,કે,26
માર્ગ,પર,26
માટે,સક્ષમ,26
કરી,દે,26
પણ,મળી,26
વિગત,મુજબ,26
જેમ,જ,26
હતા,જ્યાં,26
સમય,પહેલા,26
બેંક,ઓફ,25
કરી,શકશો,25
છે,તેમાંથી,25
કરતા,પહેલા,25
બાળકો,સાથે,25
પર,મેળવો,25
વ્યવસ્થા,કરી,25
જ્યારે,એક,25
જાહેર,કર્યો,25
આપી,રહી,25
શાકભાજીના,પાકની,25
આમ,છતાં,25
આ,અગાઉ,25
કોંગ્રેસ,અધ્યક્ષ,25
લીધું,હતું,25
છે,તમામ,25
ભાગ,લેવા,25
વાયરસના,કારણે,25
સાથે,તે,25
વરસાદને,કારણે,25
છે,સમગ્ર,25
માટે,બે,25
પર,વિશ્વાસ,25
માટે,વધુ,25
બે,વખત,25
જાણવા,મળી,25
એક,નવી,25
લોકસભા,ચૂંટણી,25
નહીં,હોય,25
વધુમાં,જણાવ્યું,25
ગઈ,કાલે,25
ખેતી,કરવામાં,25
સમગ્ર,દેશમાં,25
ના,પાડી,25
પાકની,ખેતી,25
જ,દૂધની,25
સમય,દરમિયાન,25
ભાગ,છે,25
આ,રાશિના,25
એ,વખતે,25
છે,એવા,25
છે,એટલા,25
લાખ,હજાર,25
જેના,પર,25
જાણ,થતા,25
છે,ભારતમાં,25
તેથી,તે,25
કોરોનાના,કારણે,25
કોણ,છે,25
કહ્યુ,હતુ,25
હાઈવે,પર,25
માટે,ખાસ,25
લાગી,રહ્યું,25
પર,ચર્ચા,25
હોય,પણ,25
છે,તમારી,25
આજના,દિવસે,25
સ્થિત,છે,25
છે,ત્યારબાદ,25
હતી,તો,25
કરવાનું,શરૂ,25
કામ,કરશે,25
પણ,સામેલ,25
અને,સ્થાનિક,25
પટેલ,અને,25
કે,મને,25
આંગણવાડી,તેમ,25
જાણો,છો,25
જોવા,મળ્યું,25
તરીકે,પણ,25
હતી,તેના,25
પ્રાપ્ય,થયેલી,25
અન્ય,લોકો,25
આ,વિશે,25
જણાવ્યુ,હતું,25
સરકારે,આ,25
વોર્ડ,નં,25
વીડિયો,વાયરલ,25
પોલીસ,કમિશનર,25
છે,સૌથી,25
પૈકીના,એક,25
રૂપિયા,પ્રતિ,24
રહ્યો,છું,24
છે,આગામી,24
લાગુ,પડે,24
કહેવામાં,આવી,24
તરીકે,કામ,24
કે,જ્યાં,24
કે,કેટલાક,24
ચાલુ,રહેશે,24
છે,અમદાવાદ,24
વધારો,થઈ,24
મુજબ,આ,24
થતો,નથી,24
કામ,શરૂ,24
અને,સામાન્ય,24
શરૂ,થયું,24
કર્યો,કે,24
હજી,પણ,24
ખાતરી,કરવા,24
તેમની,પાસે,24
વરસાદ,પડ્યો,24
કરી,શકાશે,24
લખ્યું,કે,24
મહિના,સુધી,24
પૂર્ણ,કરી,24
પહેલી,વખત,24
અત્રે,ઉલ્લેખનીય,24
ચહેરા,પર,24
થાય,અને,24
મોટા,ભાગે,24
ચાલી,રહેલા,24
વધી,રહ્યા,24
ઘણી,વાર,24
અને,પોતાના,24
ન,પડે,24
રાખેલ,છે,24
લાખ,કરોડ,24
પૂર્ણ,કરવા,24
હતો,તેમણે,24
માટે,શ્રેષ્ઠ,24
પડ્યો,છે,24
વાયરલ,થયો,24
આ,બેઠકમાં,24
એક,એવી,24
દર,મહિને,24
શરીર,પર,24
કે,મારા,24
હતો,જેના,24
મોડી,રાત્રે,24
ઘણા,સમયથી,24
દિવસ,દરમિયાન,24
કરતી,હતી,24
થયેલી,છે,24
આ,બનાવ,24
મેના,રોજ,24
ત્યારે,હવે,24
વધુ,સારું,24
લીધું,છે,24
ભાજપ,અને,24
બે,દિવસમાં,24
તેમ,કહી,24
અલગ,છે,24
પહોંચ્યો,હતો,24
રાખો,કે,24
તો,તેઓ,24
એક,દિવસમાં,24
રિપોર્ટ,અનુસાર,24
કે,ઘણા,24
માટે,જે,24
સમાવેશ,કરવામાં,24
જાહેર,કર્યું,24
થઇ,રહ્યું,24
એકબીજા,સાથે,24
તેમણે,આ,23
ટકા,અને,23
માનવામાં,આવી,23
ટ્વીટ,કરીને,23
જવા,પામી,23
ટોચ,પર,23
પણ,કોરોના,23
તમારે,તમારા,23
જરૂરી,નથી,23
લગ્ન,કર્યા,23
વસ્તુ,છે,23
પછી,તમે,23
કરવામાં,આવતી,23
લાગ્યા,છે,23
હતાં,આ,23
હતો,પણ,23
કર્યા,વગર,23
લેવામાં,આવ્યા,23
પર,આવેલા,23
ઘટનાની,જાણ,23
વધુમાં,વધુ,23
પણ,પોતાની,23
વરસાદ,નોંધાયો,23
મચી,ગયો,23
તેમની,સામે,23
અને,પૂર્વ,23
અહીં,ક્લિક,23
નરેન્દ્ર,મોદીના,23
ઓળખવામાં,આવે,23
માટે,ઉપલબ્ધ,23
બધી,જ,23
કરવામાં,મદદ,23
રિપોર્ટ,પોઝિટિવ,23
કરતા,કહ્યું,23
હોય,પરંતુ,23
જોઈએ,તો,23
નુકસાન,થયું,23
જેમાં,એક,23
હતી,જેથી,23
માટે,અરજી,23
સાથે,સંકળાયેલ,23
વિસ્તારમાં,રહેતા,23
આ,કાર્યક્રમમાં,23
સાથે,છે,23
ઉપયોગ,કરતા,23
આવ્યું,કે,23
જે,તમે,23
જેને,પગલે,23
તેથી,વધુ,23
પણ,શરૂ,23
રાખી,હતી,23
બની,ગઈ,23
આ,સમગ્ર,23
અસર,થઈ,23
પોલીસ,મથકમાં,23
જિલ્લા,પોલીસ,23
હોસ્પિટલમાં,સારવાર,23
કે,ભારતમાં,23
જવાબદાર,છે,23
છો,અથવા,23
કરી,આ,23
પડી,રહ્યો,23
કારણ,એ,23
કોરોનાના,કેસ,23
વિનંતી,કરી,23
લાગી,શકે,23
દરેક,વ્યક્તિ,23
કમાણી,કરી,23
લાભ,થશે,23
પોલીસ,ફરિયાદ,23
આવરી,લેવામાં,23
બાળકો,અને,23
આ,સમસ્યા,23
મુલાકાત,કરી,23
પ્રધાન,નરેન્દ્ર,23
પડી,જાય,23
વધી,રહ્યો,23
દીધું,હતું,23
સિવિલ,હોસ્પિટલ,23
માટે,જવાબદાર,23
કરવામાં,આવ્યુ,23
પર,ભાર,23
મોત,નિપજ્યું,23
તેને,એક,23
પસાર,થાય,23
હતી,ત્યારબાદ,23
કે,તેણે,23
ફરિયાદ,કરી,23
રેલવે,સ્ટેશન,23
